userId,Tweet,Total
1470266532,1,4
1475707616,1,2
1480464258,2,16
1489875685,1,2
1491203611,1,6
1497904753,1,24
1498150412,1,4
1498344290,1,4
1509198289,1,12
1522536517,1,2
1537519988,1,8
1538501102,1,2
1546521408,1,24
1561783614,1,2
1578908437,1,12
1582448054,1,2
1590815395,1,4
1601361061,1,2
1605223597,1,4
1618432957,3,24
1637038724,1,4
1642499479,1,4
1650191726,1,8
1652790840,1,2
1657936058,1,12
1658458152,1,14
1668002700,1,4
1668150649,2,4
1675141321,2,46
1676600522,1,2
1679637013,2,6
1683604100,1,6
1687712030,1,8
1691017027,1,6
1880070937,1,4
1884480859,1,2
1888104715,1,2
1897841677,1,2
1925990479,2,48
1952510090,1,2
1957120296,1,4
1968527882,1,8
1978925622,1,16
2147483647,1,4
2147483647,1,2
2147483647,1,8
2147483647,1,6
2147483647,1,28
2147483647,1,12
2147483647,1,16
2147483647,1,20
2147483647,1,60
2147483647,1,32
2147483647,1,24
2147483647,1,42
2147483647,1,30
2147483647,1,14
2147483647,1,10
2147483647,1,126
2147483647,1,36
2147483647,1,72
2147483647,1,18
2147483647,1,78
2147483647,1,232
2147483647,1,204
2147483647,1,40
2147483647,1,48
2147483647,1,58
2147483647,1,112
2147483647,1,264
2147483647,1,160
2147483647,1,200
2147483647,1,288
2147483647,1,176
2147483647,1,80
2147483647,1,7176
2147483647,1,26
2147483647,1,56
2147483647,1,44
2147483647,1,96
2147483647,1,88
2147483647,1,156
2147483647,2,4
2147483647,2,2
2147483647,2,8
2147483647,2,6
2147483647,2,28
2147483647,2,12
2147483647,2,16
2147483647,2,20
2147483647,2,60
2147483647,2,32
2147483647,2,24
2147483647,2,42
2147483647,2,30
2147483647,2,14
2147483647,2,10
2147483647,2,126
2147483647,2,36
2147483647,2,72
2147483647,2,18
2147483647,2,78
2147483647,2,232
2147483647,2,204
2147483647,2,40
2147483647,2,48
2147483647,2,58
2147483647,2,112
2147483647,2,264
2147483647,2,160
2147483647,2,200
2147483647,2,288
2147483647,2,176
2147483647,2,80
2147483647,2,7176
2147483647,2,26
2147483647,2,56
2147483647,2,44
2147483647,2,96
2147483647,2,88
2147483647,2,156
2147483647,3,4
2147483647,3,2
2147483647,3,8
2147483647,3,6
2147483647,3,28
2147483647,3,12
2147483647,3,16
2147483647,3,20
2147483647,3,60
2147483647,3,32
2147483647,3,24
2147483647,3,42
2147483647,3,30
2147483647,3,14
2147483647,3,10
2147483647,3,126
2147483647,3,36
2147483647,3,72
2147483647,3,18
2147483647,3,78
2147483647,3,232
2147483647,3,204
2147483647,3,40
2147483647,3,48
2147483647,3,58
2147483647,3,112
2147483647,3,264
2147483647,3,160
2147483647,3,200
2147483647,3,288
2147483647,3,176
2147483647,3,80
2147483647,3,7176
2147483647,3,26
2147483647,3,56
2147483647,3,44
2147483647,3,96
2147483647,3,88
2147483647,3,156
2147483647,6,4
2147483647,6,2
2147483647,6,8
2147483647,6,6
2147483647,6,28
2147483647,6,12
2147483647,6,16
2147483647,6,20
2147483647,6,60
2147483647,6,32
2147483647,6,24
2147483647,6,42
2147483647,6,30
2147483647,6,14
2147483647,6,10
2147483647,6,126
2147483647,6,36
2147483647,6,72
2147483647,6,18
2147483647,6,78
2147483647,6,232
2147483647,6,204
2147483647,6,40
2147483647,6,48
2147483647,6,58
2147483647,6,112
2147483647,6,264
2147483647,6,160
2147483647,6,200
2147483647,6,288
2147483647,6,176
2147483647,6,80
2147483647,6,7176
2147483647,6,26
2147483647,6,56
2147483647,6,44
2147483647,6,96
2147483647,6,88
2147483647,6,156
2147483647,5,4
2147483647,5,2
2147483647,5,8
2147483647,5,6
2147483647,5,28
2147483647,5,12
2147483647,5,16
2147483647,5,20
2147483647,5,60
2147483647,5,32
2147483647,5,24
2147483647,5,42
2147483647,5,30
2147483647,5,14
2147483647,5,10
2147483647,5,126
2147483647,5,36
2147483647,5,72
2147483647,5,18
2147483647,5,78
2147483647,5,232
2147483647,5,204
2147483647,5,40
2147483647,5,48
2147483647,5,58
2147483647,5,112
2147483647,5,264
2147483647,5,160
2147483647,5,200
2147483647,5,288
2147483647,5,176
2147483647,5,80
2147483647,5,7176
2147483647,5,26
2147483647,5,56
2147483647,5,44
2147483647,5,96
2147483647,5,88
2147483647,5,156
2147483647,4,4
2147483647,4,2
2147483647,4,8
2147483647,4,6
2147483647,4,28
2147483647,4,12
2147483647,4,16
2147483647,4,20
2147483647,4,60
2147483647,4,32
2147483647,4,24
2147483647,4,42
2147483647,4,30
2147483647,4,14
2147483647,4,10
2147483647,4,126
2147483647,4,36
2147483647,4,72
2147483647,4,18
2147483647,4,78
2147483647,4,232
2147483647,4,204
2147483647,4,40
2147483647,4,48
2147483647,4,58
2147483647,4,112
2147483647,4,264
2147483647,4,160
2147483647,4,200
2147483647,4,288
2147483647,4,176
2147483647,4,80
2147483647,4,7176
2147483647,4,26
2147483647,4,56
2147483647,4,44
2147483647,4,96
2147483647,4,88
2147483647,4,156
2147483647,8,4
2147483647,8,2
2147483647,8,8
2147483647,8,6
2147483647,8,28
2147483647,8,12
2147483647,8,16
2147483647,8,20
2147483647,8,60
2147483647,8,32
2147483647,8,24
2147483647,8,42
2147483647,8,30
2147483647,8,14
2147483647,8,10
2147483647,8,126
2147483647,8,36
2147483647,8,72
2147483647,8,18
2147483647,8,78
2147483647,8,232
2147483647,8,204
2147483647,8,40
2147483647,8,48
2147483647,8,58
2147483647,8,112
2147483647,8,264
2147483647,8,160
2147483647,8,200
2147483647,8,288
2147483647,8,176
2147483647,8,80
2147483647,8,7176
2147483647,8,26
2147483647,8,56
2147483647,8,44
2147483647,8,96
2147483647,8,88
2147483647,8,156
2147483647,7,4
2147483647,7,2
2147483647,7,8
2147483647,7,6
2147483647,7,28
2147483647,7,12
2147483647,7,16
2147483647,7,20
2147483647,7,60
2147483647,7,32
2147483647,7,24
2147483647,7,42
2147483647,7,30
2147483647,7,14
2147483647,7,10
2147483647,7,126
2147483647,7,36
2147483647,7,72
2147483647,7,18
2147483647,7,78
2147483647,7,232
2147483647,7,204
2147483647,7,40
2147483647,7,48
2147483647,7,58
2147483647,7,112
2147483647,7,264
2147483647,7,160
2147483647,7,200
2147483647,7,288
2147483647,7,176
2147483647,7,80
2147483647,7,7176
2147483647,7,26
2147483647,7,56
2147483647,7,44
2147483647,7,96
2147483647,7,88
2147483647,7,156
2147483647,23,4
2147483647,23,2
2147483647,23,8
2147483647,23,6
2147483647,23,28
2147483647,23,12
2147483647,23,16
2147483647,23,20
2147483647,23,60
2147483647,23,32
2147483647,23,24
2147483647,23,42
2147483647,23,30
2147483647,23,14
2147483647,23,10
2147483647,23,126
2147483647,23,36
2147483647,23,72
2147483647,23,18
2147483647,23,78
2147483647,23,232
2147483647,23,204
2147483647,23,40
2147483647,23,48
2147483647,23,58
2147483647,23,112
2147483647,23,264
2147483647,23,160
2147483647,23,200
2147483647,23,288
2147483647,23,176
2147483647,23,80
2147483647,23,7176
2147483647,23,26
2147483647,23,56
2147483647,23,44
2147483647,23,96
2147483647,23,88
2147483647,23,156
2147483647,9,4
2147483647,9,2
2147483647,9,8
2147483647,9,6
2147483647,9,28
2147483647,9,12
2147483647,9,16
2147483647,9,20
2147483647,9,60
2147483647,9,32
2147483647,9,24
2147483647,9,42
2147483647,9,30
2147483647,9,14
2147483647,9,10
2147483647,9,126
2147483647,9,36
2147483647,9,72
2147483647,9,18
2147483647,9,78
2147483647,9,232
2147483647,9,204
2147483647,9,40
2147483647,9,48
2147483647,9,58
2147483647,9,112
2147483647,9,264
2147483647,9,160
2147483647,9,200
2147483647,9,288
2147483647,9,176
2147483647,9,80
2147483647,9,7176
2147483647,9,26
2147483647,9,56
2147483647,9,44
2147483647,9,96
2147483647,9,88
2147483647,9,156
4801,1,0
71903,1,0
1192641,1,0
1917731,1,0
2069071,1,0
4464491,1,0
5379272,1,0
5695632,1,0
5804172,1,0
5845492,1,0
6044332,1,0
6144142,1,0
6529442,1,0
7014782,1,0
7078452,1,0
7110832,1,0
7193962,1,0
7214092,1,0
7276862,1,0
7971352,1,0
8372882,1,0
8526602,1,0
8725112,1,0
9108952,1,0
9216842,1,0
10025472,1,0
10403842,1,0
11447982,1,0
12004852,1,0
12378552,1,0
13113382,1,0
13453872,1,0
13850422,1,0
13910222,1,0
13941892,1,0
14056141,1,0
14069533,1,0
14089195,1,0
14156219,1,0
14174957,1,0
14196618,1,0
14200178,1,0
14228668,1,0
14276218,1,0
14364337,1,0
14391953,1,0
14434613,1,0
14437569,1,0
14498878,1,0
14579795,1,0
14642026,1,0
14643813,1,0
14675716,1,0
14758529,1,0
14769495,1,0
14785452,1,0
14806808,1,0
14827622,1,0
14889358,1,0
14939259,1,0
14948095,1,0
14973967,1,0
15001869,1,0
15038159,1,0
15142454,1,0
15158448,1,0
15159429,1,0
15159600,1,0
15185960,1,0
15209585,1,0
15216958,1,0
15222499,1,0
15224977,1,0
15254607,1,0
15267777,1,0
15269108,1,0
15273924,1,0
15329507,1,0
15369314,1,0
15418054,1,0
15430313,1,0
15501305,2,0
15514798,1,0
15558882,2,0
15601800,1,0
15613458,1,0
15616689,1,0
15626218,1,0
15631338,1,0
15704449,1,0
15765683,1,0
15774048,2,0
15808208,1,0
15878631,1,0
15885099,1,0
15919316,1,0
15930498,1,0
15947342,1,0
15969142,2,0
15999667,1,0
16025602,1,0
16082911,1,0
16098365,1,0
16113629,1,0
16131215,1,0
16150759,1,0
16177626,1,0
16190532,1,0
16240608,1,0
16251355,1,0
16288901,1,0
16294626,1,0
16296081,1,0
16314587,1,0
16349648,1,0
16408881,1,0
16426922,1,0
16494635,1,0
16558638,1,0
16598483,1,0
16642762,1,0
16661097,1,0
16671012,1,0
16682114,1,0
16688389,1,0
16694382,1,0
16790082,1,0
16796836,1,0
16963091,1,0
17103910,1,0
17124099,1,0
17164500,1,0
17178655,1,0
17202747,1,0
17262898,1,0
17276583,1,0
17446621,1,0
17456691,1,0
17491072,1,0
17509141,1,0
17556536,1,0
17609855,1,0
17612385,1,0
17643749,2,0
17678647,1,0
17741640,1,0
17747159,1,0
17760122,1,0
17760630,1,0
17818842,1,0
17821005,1,0
17837048,1,0
17888709,1,0
17946449,1,0
17959077,1,0
17997831,1,0
18027044,1,0
18046469,1,0
18065007,1,0
18083420,1,0
18092350,1,0
18107739,1,0
18172853,1,0
18182938,1,0
18185339,1,0
18192047,1,0
18194928,1,0
18198208,1,0
18227879,1,0
18261382,1,0
18291619,1,0
18315919,1,0
18334459,1,0
18337332,1,0
18439432,1,0
18468007,1,0
18546349,1,0
18574199,1,0
18595568,1,0
18607707,1,0
18621090,1,0
18637081,1,0
18684731,1,0
18757804,1,0
18774149,1,0
18813840,1,0
18825344,1,0
18884545,1,0
18914960,1,0
18959644,1,0
19073217,1,0
19074764,1,0
19166087,1,0
19198493,1,0
19199743,3,0
19204069,1,0
19346837,1,0
19477874,1,0
19494356,1,0
19542578,1,0
19543597,1,0
19601483,1,0
19615058,1,0
19639226,1,0
19666503,2,0
19727603,1,0
19731260,1,0
19773060,1,0
19826171,1,0
19826974,1,0
20067457,1,0
20077484,1,0
20162512,1,0
20172982,1,0
20182317,1,0
20189222,1,0
20253684,1,0
20281730,1,0
20359720,1,0
20438100,1,0
20571051,1,0
20597102,1,0
20608501,1,0
20661558,1,0
20691338,1,0
20691578,1,0
20718655,1,0
20729667,1,0
20731540,1,0
20758559,1,0
20762848,1,0
20818801,1,0
20856859,1,0
20862590,2,0
21017351,2,0
21049677,1,0
21051388,1,0
21062734,1,0
21120694,1,0
21122923,1,0
21201983,1,0
21408731,1,0
21419142,1,0
21438041,1,0
21441278,1,0
21464443,1,0
21495530,1,0
21498971,1,0
21507000,7,0
21509421,1,0
21520209,1,0
21524871,1,0
21545575,1,0
21548838,1,0
21562957,1,0
21563704,1,0
21616423,1,0
21633042,1,0
21651444,1,0
21663432,1,0
21771686,1,0
21910354,1,0
21972408,1,0
22048925,1,0
22132565,1,0
22149904,1,0
22166017,1,0
22176617,1,0
22184381,1,0
22201789,1,0
22203739,1,0
22219572,1,0
22317189,1,0
22345804,1,0
22435402,1,0
22437649,1,0
22543344,1,0
22571886,1,0
22587854,1,0
22614415,1,0
22635994,1,0
22675443,1,0
22676335,1,0
22718873,1,0
22735454,1,0
22767181,1,0
22837895,1,0
22852908,1,0
22866418,1,0
22868486,1,0
22873033,1,0
22875016,1,0
22929686,1,0
22954354,1,0
23041162,1,0
23061534,1,0
23082396,1,0
23114490,1,0
23124453,1,0
23149578,2,0
23170897,1,0
23237571,1,0
23318600,1,0
23327570,1,0
23330669,1,0
23345913,1,0
23373933,1,0
23401258,1,0
23451905,1,0
23456725,1,0
23531311,1,0
23594746,1,0
23662741,1,0
23720794,1,0
23802657,1,0
23806068,1,0
23836963,1,0
23879449,1,0
23920722,1,0
23968266,1,0
23983824,1,0
23993915,2,0
24085456,1,0
24096301,1,0
24115705,1,0
24165998,1,0
24179560,1,0
24294403,1,0
24310450,1,0
24311097,1,0
24312027,1,0
24321638,1,0
24356581,1,0
24383563,1,0
24529486,2,0
24594927,1,0
24621113,1,0
24673694,1,0
24687735,1,0
24702792,1,0
24776950,1,0
24824145,1,0
24869853,1,0
24882986,1,0
24980737,1,0
25016184,1,0
25025758,1,0
25045555,1,0
25067168,1,0
25077489,1,0
25080413,1,0
25133019,1,0
25135325,1,0
25142765,1,0
25149959,1,0
25456605,1,0
25478379,1,0
25482755,1,0
25538288,1,0
25542886,1,0
25564023,1,0
25605222,1,0
25693169,1,0
25717423,1,0
25815224,1,0
25817610,1,0
25846939,1,0
25877017,1,0
25914630,1,0
25945502,1,0
25991280,1,0
26032644,1,0
26043268,1,0
26068460,1,0
26071765,1,0
26074709,1,0
26160600,1,0
26179741,1,0
26218224,1,0
26222680,1,0
26340080,1,0
26422223,1,0
26517106,1,0
26575267,1,0
26585459,1,0
26630625,1,0
26694091,1,0
27004124,1,0
27025395,1,0
27059773,1,0
27102522,1,0
27109121,1,0
27131388,1,0
27226256,1,0
27268753,1,0
27302480,1,0
27323843,1,0
27463702,3,0
27464152,1,0
27550771,1,0
27601528,1,0
27637509,1,0
27825136,1,0
27845301,1,0
27847155,1,0
27850538,1,0
27908324,1,0
27993299,1,0
28038707,1,0
28061530,1,0
28071548,1,0
28099028,1,0
28104354,2,0
28450531,1,0
28453259,1,0
28523005,1,0
28652111,1,0
28652349,1,0
28670729,1,0
28691659,1,0
28695097,1,0
28721060,1,0
28754386,1,0
28767792,1,0
28775927,1,0
29017307,1,0
29142221,1,0
29144658,1,0
29190054,1,0
29242607,1,0
29386588,1,0
29400172,1,0
29405073,1,0
29482344,1,0
29682396,1,0
29727632,1,0
29793388,1,0
29805346,1,0
29907003,2,0
30102809,1,0
30109799,1,0
30171714,1,0
30265665,1,0
30317139,1,0
30349866,1,0
30433454,1,0
30565755,1,0
30672312,1,0
30783759,1,0
30788083,1,0
30865805,1,0
30893656,1,0
30911956,2,0
31202832,1,0
31269363,2,0
31344369,1,0
31480713,1,0
31614824,1,0
31637700,1,0
31770138,1,0
31776520,1,0
32308441,2,0
32493118,1,0
32535236,1,0
32545260,1,0
32559786,1,0
32608996,1,0
32658864,1,0
32686575,1,0
32748287,1,0
32777872,1,0
32950305,1,0
32985028,1,0
33018977,1,0
33130137,1,0
33224637,1,0
33227673,1,0
33394087,1,0
33410754,1,0
33519886,1,0
33528800,1,0
33533566,1,0
33653000,1,0
33737369,1,0
33787443,1,0
33879045,1,0
33890676,1,0
34072187,1,0
34345242,1,0
34353217,1,0
34383891,2,0
34403864,1,0
34423919,1,0
34462355,1,0
34714664,1,0
34828416,1,0
34831910,1,0
34888255,2,0
34920533,1,0
35024793,2,0
35235308,1,0
35332273,1,0
35337061,1,0
35338943,1,0
35395312,1,0
35586208,1,0
35598437,1,0
35599355,1,0
35793745,1,0
35878416,1,0
36076580,1,0
36118898,1,0
36145914,1,0
36147675,1,0
36157583,1,0
36178012,1,0
36332025,1,0
36346876,1,0
36378701,1,0
36477456,1,0
36513321,4,0
36531856,1,0
36633057,1,0
36644733,1,0
36685290,1,0
36715813,1,0
36760872,1,0
36761458,2,0
36827249,1,0
36884250,1,0
37063771,1,0
37094406,1,0
37110967,1,0
37178602,1,0
37194117,1,0
37263055,1,0
37312139,1,0
37325301,1,0
37373988,1,0
37390741,1,0
37397645,1,0
37487621,1,0
37636667,1,0
37988203,1,0
38009365,1,0
38093385,1,0
38115722,1,0
38164910,1,0
38196372,1,0
38481690,1,0
38561218,1,0
38603749,1,0
38652981,1,0
38693878,1,0
39001347,2,0
39111569,1,0
39160660,1,0
39240180,1,0
39319378,1,0
39403619,1,0
39421414,1,0
39469211,1,0
39526741,1,0
39584114,1,0
39671176,1,0
39779350,1,0
39810732,1,0
39850467,1,0
39903725,1,0
39939184,1,0
39943756,1,0
39973965,1,0
40056818,1,0
40127487,2,0
40332475,1,0
40383254,1,0
40389270,1,0
40419929,2,0
40602923,1,0
40625332,1,0
40762765,1,0
40892836,1,0
40921511,1,0
40951873,1,0
40961343,1,0
41141617,1,0
41449369,1,0
41464752,1,0
41518389,1,0
41620270,1,0
41627885,1,0
41726869,1,0
41736161,1,0
41797272,1,0
42055453,1,0
42251939,1,0
42282305,1,0
42416750,1,0
42456768,1,0
42531784,1,0
42543528,1,0
42699936,1,0
42790254,1,0
42844807,2,0
42931112,1,0
43027334,1,0
43590098,1,0
43753971,1,0
43885961,1,0
43895631,1,0
43898820,1,0
43970921,1,0
43987148,1,0
44036930,1,0
44061769,1,0
44205647,1,0
44229815,1,0
44257165,1,0
44393435,1,0
44518011,1,0
44830932,1,0
44841328,1,0
44853940,1,0
45052430,1,0
45233046,1,0
45243288,1,0
45388771,1,0
45499042,1,0
45673545,1,0
45733309,1,0
45750563,1,0
45763040,1,0
45811682,1,0
45834623,1,0
45926805,1,0
46165775,1,0
46274679,1,0
46360700,1,0
46361012,1,0
46480466,1,0
46531841,1,0
46625077,1,0
46648534,1,0
46667252,1,0
46718111,1,0
46737396,1,0
46883538,1,0
46933704,1,0
47080783,1,0
47092060,1,0
47133990,1,0
47213911,1,0
47280650,1,0
47304806,1,0
47404357,1,0
47530655,1,0
47577073,1,0
47879896,1,0
48011832,1,0
48153060,1,0
48166504,1,0
48290824,1,0
48329173,1,0
48357731,1,0
48493229,1,0
48737488,1,0
48754929,2,0
48790088,2,0
48792578,1,0
49003168,1,0
49019906,1,0
49023843,1,0
49190798,1,0
49262026,1,0
49321702,2,0
49340867,1,0
49365169,1,0
49411533,1,0
49432070,1,0
49507603,1,0
49627141,1,0
49676516,1,0
49699229,1,0
49724677,1,0
49933695,1,0
50047060,1,0
50086045,1,0
50199850,1,0
50227709,1,0
50252519,2,0
50446226,1,0
50587300,1,0
50881656,1,0
51392862,1,0
51414678,1,0
51788866,1,0
51864727,1,0
52046171,1,0
52157425,1,0
52197012,1,0
52244066,1,0
52273998,1,0
52347659,2,0
52405350,1,0
52418728,1,0
52459831,1,0
52558356,1,0
52605101,1,0
52881157,1,0
52884123,1,0
52885453,1,0
52889899,1,0
52973203,1,0
53015663,1,0
53407468,1,0
53597356,1,0
53620593,1,0
53778774,1,0
53787946,1,0
53995533,1,0
54034749,1,0
54087865,1,0
54172831,1,0
54197271,2,0
54228368,1,0
54236772,1,0
54316010,1,0
54529748,1,0
54630819,1,0
54731329,1,0
55039945,1,0
55123706,2,0
55126077,1,0
55476641,1,0
55673908,1,0
55919704,1,0
56076496,1,0
56110264,1,0
56177108,1,0
56729486,1,0
56835725,1,0
56857442,1,0
56903680,1,0
57072321,1,0
57249632,1,0
57322855,1,0
57332764,1,0
57336315,1,0
57801091,1,0
57854434,1,0
58017407,1,0
58052610,1,0
58151173,1,0
58489299,1,0
58554951,1,0
58581939,1,0
58796915,1,0
58825389,1,0
59628825,1,0
59696960,1,0
59888559,1,0
59921420,1,0
